=== LPC Import Credits ===
Generated: 2026-03-01 22:29:23
Total items: 1101

All assets imported under their respective safe licenses (CC0, OGA-BY, CC-BY).
Assets requiring GPL or CC-BY-SA were excluded from import.

[Afro] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Plate] (male) Authors: JaidynReiman, bluecarrot16, Michael Whitlock (bigbeargames), Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women ; http://opengameart.org/content/lpc-clothing-updates
[Plated Toe] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-kimono-relm ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Plated Toe] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-kimono-relm ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Plumage] (female) Authors: ElizaWy | License: OGA-BY 3.0, CC-BY-SA 3.0, CC-BY-SA 4.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Plumage] (male) Authors: ElizaWy | License: OGA-BY 3.0, CC-BY-SA 3.0, CC-BY-SA 4.0, GPL 3.0 | https://opengameart.org/content/lpc-realistic-helmet-pack ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Plus shield] (female) Authors: bluecarrot16, Sander Frenken (castelonia) | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Plus shield] (male) Authors: bluecarrot16, Sander Frenken (castelonia) | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Pointed helm] (female) Authors: bluecarrot16 | License: CC-BY 3.0, CC-BY 4.0, OGA-BY 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Pointed helm] (male) Authors: bluecarrot16 | License: CC-BY 3.0, CC-BY 4.0, OGA-BY 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Ponytail2] (female) Authors: JaidynReiman, Manuel Riecke (MrBeast), Joe White | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/ponytail-and-plain-hairstyles ; https://opengameart.org/content/lpc-expanded-hair
[Ponytail2] (male) Authors: JaidynReiman, Manuel Riecke (MrBeast), Joe White | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/ponytail-and-plain-hairstyles ; https://opengameart.org/content/lpc-expanded-hair
[Princess cut Gem] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Princess cut Gem] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Princess earrings] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Princess earrings] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Princess] (female) Authors: JaidynReiman, Lanea Zimmerman (Sharm) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-expanded-hair
[Princess] (male) Authors: JaidynReiman, Lanea Zimmerman (Sharm) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-expanded-hair
[quarterly] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[quarterly] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Quiver] (female) Authors: Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Quiver] (male) Authors: Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites
[Rabbit] (female) Authors: bluecarrot16, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/bunny-rabbit-lpc-style-for-pixelfarm ; http://opengameart.org/content/lpc-folk
[Rabbit] (male) Authors: bluecarrot16, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/bunny-rabbit-lpc-style-for-pixelfarm ; http://opengameart.org/content/lpc-folk
[Rapier] (female) Authors: Johannes Sjölund (wulax), bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-extended-weapon-animations
[Rapier] (male) Authors: Johannes Sjölund (wulax), bluecarrot16 | License: OGA-BY 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-extended-weapon-animations
[Rat] (female) Authors: bluecarrot16, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/bunny-rabbit-lpc-style-for-pixelfarm ; http://opengameart.org/content/lpc-folk
[Rat] (male) Authors: bluecarrot16, Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY 3.0, CC-BY-SA 3.0 | https://opengameart.org/content/bunny-rabbit-lpc-style-for-pixelfarm ; http://opengameart.org/content/lpc-folk
[Relm Short] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail
[Relm Short] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail
[Relm Topknot] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-xlong-hair
[Relm Topknot] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-xlong-hair
[Relm w/Ponytail] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-xlong-hair
[Relm w/Ponytail] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-xlong-hair
[Relm XLong] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-xlong-hair
[Relm XLong] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-expanded-xlong-hair
[Revised Boots] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Revised Boots] (female) Authors: JaidynReiman, ElizaWy, Bluecarrot16, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Revised Boots] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Revised Boots] (male) Authors: JaidynReiman, ElizaWy, Bluecarrot16, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Revised Heater Shield Base] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Revised Heater Shield Base] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Revised Heater Shield Paint] (female) Authors: bluecarrot16, ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Props/Shield%2001%20-%20Heater%20Shield ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Revised Heater Shield Paint] (male) Authors: bluecarrot16, ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Props/Shield%2001%20-%20Heater%20Shield ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Revised Heater Shield Trim] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Revised Heater Shield Trim] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[Revised Shoes] (female) Authors: ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Revised Shoes] (female) Authors: JaidynReiman, ElizaWy, Bluecarrot16, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Revised Shoes] (male) Authors: ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Revised Shoes] (male) Authors: JaidynReiman, ElizaWy, Bluecarrot16, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, GPL 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-socks-shoes
[revised_barry] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_barry] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bend] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bend] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bend_sinister] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bend_sinister] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bendy] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bendy] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bendy_sinister] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bendy_sinister] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bordure] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_bordure] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_chevron] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_chevron] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_chevron_inverted] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_chevron_inverted] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_chief] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_chief] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_cross] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_cross] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_fess] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_fess] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_lozengy] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_lozengy] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_pale] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_pale] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_pall] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_pall] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_paly] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_paly] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_bend] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_bend] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_bend_sinister] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_bend_sinister] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_chevron] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_chevron] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_chevron_inverted] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_chevron_inverted] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_fess] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_fess] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_pale] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_pale] (male) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
[revised_per_saltire] (female) Authors: bluecarrot16, Sander Frenken (castelonia), ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-shields
